Postal_Code,Latitude,Longitude
33810,,
32401,-85.65053539155542,30.161145620772654
33637,,
32210,-81.72655502001787,30.268914310098303
34134,,
32219,-81.76917315285453,30.412432566342055
32534,,
32578,-86.4310351139684,30.489627850296152
34987,-80.44557350588236,27.283261780882352
34450,,
33523,-82.2082046122288,28.427283744970417
33042,,
34667,,
32446,-85.20925574449542,30.792776154357796
33043,,
33437,-80.15209232326622,26.52095519880686
32751,-81.3588947235955,28.62832581797753
34208,,
33705,-82.64359322126583,27.744331835189872
32226,,
32927,,
33606,-82.46625382634616,27.936273801538462
32926,-80.78942833047776,28.390338118780885
32967,-80.48634753626942,27.722144841968912
32204,-81.68446353113399,30.321047186013605
34117,,
33152,,
34287,-82.2354440119084,27.050591659389312
34428,-82.59285385936795,28.942356364785553
32603,,
32949,-80.54025323958334,27.9162168625
34608,,
32962,-80.38977648400001,27.59883124
32736,-81.55536255541237,28.885421198195875
33805,-81.95196748985508,28.075199302277433
32451,,
32569,-86.71644762013202,30.413444564356436
32233,,
32425,-85.6735969190678,30.817990264830506
32832,,
34429,,
32223,-81.62028981153358,30.15015946970849
32340,,
32460,,
32644,,
32067,,
33147,-80.23638104806915,25.850956969269465
33948,-82.14035378906607,26.98271018656036
32132,,
34996,-80.20717585587045,27.19529430688259
34476,-82.20094600300752,29.10774303433584
34119,,
34972,-80.85019339364304,27.34339339608802
33709,-82.73030992305141,27.813459339137644
32741,,
32821,,
32504,-87.19606230846867,30.48560401960557
33464,,
32203,,
32179,-81.88251714151785,29.09557523482143
32835,,
33480,,
34995,-80.24891756,27.18500998
34482,-82.24825973357844,29.23146883382353
33124,,
33909,,
0,,
32566,-86.84066294840034,30.416796099070275
32830,-81.53623364126582,28.37753050151899
32935,-80.64996295829145,28.138768349849247
32563,-87.01175484870294,30.400015103598328
32162,-81.98536559538044,28.92162632798913
33190,,
34475,,
33513,-82.19100155283446,28.65880485170068
33946,-82.2835490754717,26.84787764150943
33897,-81.667164372,28.2915109364
33685,,
33703,-82.63466263160377,27.818028876886792
32951,-80.5324401875,28.010739349583332
33035,,
33813,,
33544,-82.35162234735449,28.237021696825398
33838,-81.6188963139785,28.02051748924731
34108,,
32311,-84.20482345979292,30.405330786108713
32766,,
32922,-80.74115478605769,28.36489399254808
33920,,
34690,,
34602,-82.27536107594938,28.512136237974687
33153,,
32003,,
32583,-87.03693002202591,30.562689511955245
34623,,
33158,,
33534,-82.36912665835351,27.838601575544793
34434,,
34484,-82.046346862634,28.929201942266463
34647,,
32818,-81.48195865151516,28.561529586868687
33194,-80.44353951441326,25.757011938711734
32117,,
33823,-81.80404722960236,28.07574995036819
34449,,
33616,-82.52837964025974,27.866519022077924
33541,-82.21162349115227,28.23501978148148
32409,,
34472,-82.0237890756906,29.12060046975138
34747,-81.58281454393064,28.325480580154146
33629,-82.49743848076923,27.925407976153846
34624,,
34616,,
33913,-81.7609070659091,26.534098714318183
32407,-85.8075750970774,30.191794963698943
34610,,
32960,-80.41205084119048,27.63568200017857
32312,-84.25995986209678,30.54051998963134
32159,-81.93118919518716,28.92194266010695
32404,,
32643,-82.60934893367242,29.87765258992879
32119,,
33510,,
34240,,
34421,,
34669,-82.62625445775862,28.351905203017242
33585,-82.064240772,28.733533676999997
34219,-82.42195659410112,27.550321818539327
32653,,
33598,,
34446,,
32708,,
32614,,
32778,,
34946,-80.35025171099477,27.481665436125652
33898,-81.4990834239011,27.920489484065932
33778,,
34465,-82.4729101728,28.926156749333334
33916,-81.843522790625,26.638113577734376
32940,-80.69992568011905,28.228203496071426
32903,-80.57778373468635,28.108696295202954
32277,-81.58741830927711,30.365555150980818
32762,,
33066,,
32501,-87.22730801575932,30.42499964641834
32615,,
32795,-81.3444003,28.757678
34211,-82.40419042944785,27.448430191411042
33983,-82.01854919131652,27.010237220168065
32134,,
34991,,
34642,,
32948,-80.60016468803418,27.770336114529915
32952,-80.67091618945791,28.37547592961046
32601,-82.33864436174497,29.663248635973154
32024,,
32772,,
33860,,
33164,,
34207,,
32124,,
34715,,
33269,,
32222,-81.82309740967742,30.21579465483871
32549,,
33061,,
32433,-86.18387013367439,30.78223843282342
33801,,
34736,,
32542,-86.55078800958904,30.472372123287673
32909,-80.64576187363927,27.957406977161153
33584,-82.28858758696428,27.991997091785716
32693,-82.82040614902913,29.616003069417477
32444,-85.64048014766234,30.229881141818183
34770,,
33837,-81.61083896751269,28.20524859593909
33567,-82.13826054608695,27.94385503652174
32244,,
32408,,
33942,,
33776,,
34432,-82.38612487131783,29.0758141248062
33037,,
34620,,
33766,-82.7244811,28.0187477
34688,,
32208,-81.65743089107143,30.382561609821426
34479,,
32548,-86.62190871597222,30.41508664965278
32533,,
34737,-81.82208622009345,28.710890284735203
34212,,
34619,-82.71648096521739,27.96295731413044
32448,,
32351,,
32189,-81.63972232722223,29.55197826944444
34692,,
32439,-86.15764663680112,30.479083828247564
34120,,
34986,-80.40091789053498,27.32397716872428
34110,,
32730,,
34742,,
32220,,
34640,,
34453,,
34786,-81.56688258280255,28.487935776433122
33730,,
32202,-81.65282562843348,30.32911130318312
32019,,
32955,-80.72708429023257,28.306127367751937
34621,,
32221,-81.83253798958334,30.289732910416667
32507,-87.34112874899714,30.359103836389686
34112,,
33820,,
34637,,
34481,-82.30396269132653,29.111132554336734
34210,,
33896,,
32136,-81.1231113448718,29.439747780769228
34622,,
32009,,
32359,-83.37386895918367,29.67672744489796
34635,,
33002,,
34758,,
34984,-80.34337884340277,27.27154703715278
32304,-84.31427344062733,30.448970547796865
32121,,
33742,,
32118,,
34760,,
34638,-82.48776528105263,28.231757744736843
33031,,
32131,-81.59360508780487,29.668832520731705
32071,-82.945477892,30.04564316533333
32085,,
32709,-81.06555215,28.5642311
34215,,
34785,,
32459,-86.2007215682595,30.358277658640404
34217,-82.70806550526316,27.493025107894738
32934,,
32455,,
32344,,
33947,-82.27372100545455,26.896108373636366
32697,,
34607,,
34251,,
32618,-82.53627496918239,29.53132901069182
34664,,
34614,,
32752,,
52250,,
32607,,
34641,,
34643,,
32035,,
32428,,
33774,-82.82760249952494,27.881240587410925
33471,-81.12535517878787,26.879173187878788
33564,-82.1828434,27.892919
32562,,
32696,,
33922,-82.13328501290323,26.65666699247312
32820,,
32236,,
32059,-83.29747033333334,30.436767666666668
33329,-80.134442,26.1668689
34274,-82.45743479375,27.1394797125
33635,-82.5977215490566,28.02391259245283
34241,-82.41011320987124,27.251054716909874
33221,,
34630,,
32309,,
32561,-87.15925443841219,30.357001552285485
32667,-82.28392649508197,29.487246136885243
33850,,
32320,,
32802,,
34948,,
32056,,
33733,,
32640,-82.0478097516129,29.592647814838706
33188,,
33825,,
32798,-81.57708804590165,28.718092008196724
34981,-80.36817660098522,27.397487192610836
34477,,
33527,-82.22088473710937,27.991360390234377
32310,,
34230,,
30827,,
33972,-81.59964796074766,26.626005391588787
34755,,
32536,,
33097,,
34665,,
32716,,
32571,-87.15212921046708,30.63451553398987
37461,,
33940,,
32591,-87.215896,30.409121
32539,,
34222,,
32328,-84.8529452220612,29.663632320611917
33840,,
33280,,
32018,,
33256,,
34488,,
34101,,
34461,-82.48503751341109,28.843937576676385
32813,,
32966,-80.47272343595506,27.640361971910114
33622,,
33111,,
32195,-81.91686772204724,28.965146963385827
32509,,
32925,-80.60593829782609,28.25070189130435
32732,,
33576,-82.28974352592593,28.33360233333333
33482,,
32550,,
34289,,
34731,-81.89981304739884,28.860412414643545
34767,,
12765,,
32346,-84.38808362881356,29.98451352542373
32442,,
32158,,
33440,,
33450,,
32833,,
32052,,
34661,,
33827,,
32060,,
33454,,
32033,,
34772,,
33868,-81.820967992674,28.193004775457876
34973,,
32008,,
33980,,
33573,-82.35667886678779,27.715624087427322
33540,,
33497,,
33522,,
32358,,
32187,-81.59001437872341,29.593860680851066
33051,,
33416,,
33804,,
33493,-80.71979443157895,26.661297015789472
33388,-80.25500785,26.11708785
32577,,
34433,,
32239,,
32869,,
32877,,
23065,,
33296,,
34763,,
34682,,
32919,,
33918,,
32704,,
32674,,
33050,,
32540,,
34749,,
34216,,
32908,-80.68742001735016,27.973379751735013
34753,-81.89107697941176,28.579019908823533
32666,-82.02911692878787,29.728789293939393
33257,,
34114,,
32969,,
32853,,
33994,-82.03329195,26.59716745
32671,,
33785,-82.83106203860466,27.86048629348837
34648,,
32619,,
32148,-81.878712,29.634208825768322
32686,-82.2391503892405,29.37237331962025
32902,,
32321,,
33834,,
32881,,
5828,,
32464,,
33520,,
32421,,
33915,-81.8562595,26.5320768
32113,,
34988,-80.490401575,27.3597497875
33911,,
33443,,
32305,,
32872,,
32099,-81.766862,30.336769
33882,,
34464,,
34705,,
30265,,
32897,,
34436,,
32402,,
33937,,
33481,,
33839,-81.75562631341464,27.97917194634146
72110,,
34136,,
33859,-81.61533540643275,27.884473490643273
32954,-80.8585887,28.7022615
32181,-81.60041944666666,29.489138606666668
32968,,
33092,,
34265,,
33595,,
33476,-80.66051876577181,26.818184839597315
33951,-82.0202578,26.9341311
33318,,
32761,,
20338,,
32317,,
33529,,
32694,,
32081,-81.4408158989003,30.115292006231673
33955,-82.01862912386363,26.829066376136364
33806,,
32438,-85.43044127973569,30.47282116475771
32961,-80.504353,27.633864
33966,-81.82158985226131,26.593793761809046
32784,,
32343,-84.44370452777778,30.49412499444444
32964,,
34777,,
33447,-80.2052549,26.6286374
33601,,
34756,,
33438,,
32040,,
32531,,
33473,-80.18415995150906,26.517618119517103
33017,,
32749,,
33910,,
32145,-81.46709308121211,29.66538972
32006,,
32412,,
32522,,
32333,,
33355,,
32906,-80.7746278,28.3947321
32234,,
32241,,
32628,-83.12884458125,29.63434924375
32680,,
34745,-81.4175124,28.3274618
34106,,
33342,,
11354,,
32463,,
32088,,
33600,,
34722,,
32579,-86.57197795,30.444242593010753
33516,,
34276,,
34295,,
33973,-81.73529266,26.60583422
34813,,
33807,,
32950,,
32240,,
32253,,
33583,,
32617,,
33775,,
23446,,
33757,,
33255,,
34762,,
33688,,
32322,,
32622,,
33283,,
34985,,
33466,,
33468,,
32245,,
32759,-80.85563774616995,28.872150515194644
33597,-82.14864517474874,28.57926570138191
34280,,
36935,,
32064,,
32299,,
32878,,
32745,,
33967,-81.79767114090909,26.460830745454547
32466,,
34257,,
32858,,
32437,,
32462,,
32565,-87.14652609292317,30.906274390410168
33475,,
33589,,
32857,,
34713,,
33545,-82.29778167833334,28.27064355625
32014,,
33082,,
32568,-87.44546179082569,30.891503050458716
30052,,
33802,-81.969788,28.028943
94107,,
32637,,
33421,,
34734,,
34294,,
34712,,
34229,-82.48311360307692,27.18800061076923
32126,,
32976,-80.51861856000001,27.883433767659575
32684,,
32862,-81.3312245,28.416674
34277,,
33596,,
32861,,
34778,-81.6372673,28.687534
33114,,
92532,,
33684,,
32535,,
34291,-82.2275283,27.0724424
32030,,
90043,,
32887,,
32867,,
32190,,
34666,,
34644,,
34649,,
32675,,
33578,,
33579,,
34478,,
33779,,
34272,-82.45414286666666,27.13475983333333
34611,,
32314,,
62939,,
34426,,
33962,-81.7022707,26.0660388
32336,,
32664,,
32721,-81.2992019,28.997796
32004,,
32768,-81.5570112,28.6967216
33620,,
33116,,
60936,,
33758,,
32175,-81.1124451,29.2516232
35214,,
4613,,
32621,,
32069,,
32247,,
32719,,
33872,-81.51003514320102,27.510182043256158
32324,,
32454,,
32313,,
32410,,
33310,,
33524,-82.1524018,28.1818612
32417,,
32465,,
32411,,
32602,,
32572,,
32450,,
33052,,
32470,,
32329,,
33949,,
33623,,
33875,,
32641,,
32524,,
32718,,
33789,,
60565,,
34267,-81.9460312,27.07892325
33001,,
32978,,
33812,,
34605,,
33402,,
33845,,
32180,,
33873,-81.80701630179855,27.54753579460432
33568,,
33039,,
33902,,
32149,,
32790,,
34298,,
32727,,
33345,,
32347,-83.58863187795917,30.097087128163267
32331,,
34956,-80.44779028490566,27.0707954254717
34451,-82.267236,29.0788238
32140,,
32787,-81.5828818,28.5232891
33420,,
33846,-81.8839561,27.9648365
32747,-81.322379,28.8250693
33233,-80.315391,26.167972
33961,,
32238,,
33999,,
35569,,
32440,,
32670,,
33526,-82.5176974,28.4128905
32255,-81.547415,30.212958
33963,,
32959,,
34498,-82.71343140714285,29.0306978
33841,,
32066,,
32013,,
32074,,
32115,,
33424,,
32604,-82.32729746666666,29.67999796666667
32017,,
32777,-81.6306957,28.7629458
33571,,
32560,,
35236,,
33694,,
33472,-80.18279784242424,26.529582924242426
33512,,
32631,,
32036,,
33819,,
32923,,
38074,,
34656,,
32508,,
32406,,
33504,,
34618,,
33831,-81.9521984,27.9532029
32655,,
33675,,
32611,,
34717,,
34431,-82.48951881928784,29.118273723738874
34201,-82.4681229,27.400039137647056
32061,,
33738,,
32616,,
32010,,
32733,,
32427,,
32261,,
32538,-86.297674,30.968858
32306,-84.29920360243902,30.442531107317073
32044,,
33425,,
32039,,
32800,,
32307,,
33453,,
33457,,
33427,,
90426,,
32348,,
32449,-85.2426069,30.26578
62233,,
32588,,
32984,,
32744,,
34597,,
21478,,
33084,,
66502,,
35073,,
32711,,
32625,,
34768,,
32315,,
32688,,
31818,,
33104,,
34993,,
32289,,
21714,,
33058,,
34218,,
34962,,
33843,,
34206,,
33198,,
32248,,
33649,,
34473,,
33515,,
32166,,
32783,,
34552,,
32235,,
34958,,
34204,,
28547,,
33006,,
32543,,
34968,,
465,,
33208,,
32956,-80.723637,28.3345271
32794,,
34592,,
33960,,
32105,,
32957,-80.492142,27.836026
33011,,
32355,,
64613,,
34228,,
32735,-81.74583150186915,28.888460479439253
33679,,
33784,,
32135,,
32668,,
32260,,
33265,,
32185,-81.96187615,29.74611165
38632,,
29501,,
32096,-82.72266380736842,30.3317317806015
33970,,
33112,,
33934,,
32102,,
34789,,
32271,,
34773,,
32094,-82.8012472631016,30.230946535828878
33923,,
33242,,
32229,,
30317,,
33075,,
32116,,
32941,,
32212,,
33159,,
32023,,
33151,,
31707,,
33941,,
34797,-81.8270095581081,28.742787851351352
33077,,
33608,,
34603,,
32870,,
32447,,
34250,,
36561,,
82714,,
32443,,
38219,,
33465,,
32785,,
32705,,
32022,,
32445,,
34646,,
32230,,
33821,,
3,,
33266,-80.2900236,25.8101073
32388,,
34506,,
32201,,
33307,,
37705,,
37411,,
32610,,
33687,,
33964,,
33743,,
32646,,
30066,,
92401,,
32816,,
32264,,
32265,,
32420,,
32403,-85.61911665295123,30.08762989657827
32831,-81.1529879,28.46352
32638,,
32678,,
33550,,
32432,,
32793,,
33686,,
62035,,
95816,,
34586,,
32423,,
34423,,
33320,,
32041,,
34430,,
34784,,
34445,,
32199,,
33939,,
94607,,
33932,,
32007,,
